frame,change 1.x,change 1.y,change 1.z,change 2.x,change 2.y,change 2.z,change 3.x,change 3.y,change 3.z,change 4.x,change 4.y,change 4.z,change 5.x,change 5.y,change 5.z,change 6.x,change 6.y,change 6.z
2,0.004479374529266236,0.000866202798252223,0.0005704993382096291,0.004591731077039987,0.0003374558653981459,0.0003649052232503891,0.00017951800376084584,5.998505988662894e-05,4.090741276741028e-05,0.005296281965398421,0.0010101022941890123,0.0001233285292983055,0.0045379058709732745,0.0009086188484451509,3.9136968553066254e-05,0.005018358137137177,0.000425011844290927,0.00012993812561035156
3,8.0682046774333e-05,0.00017056117152891744,0.00025671999901533127,0.00017403741306250275,0.000348434379633427,2.0663253962993622e-05,5.4852106741287016e-05,3.0055523108134957e-05,1.3211742043495178e-05,0.00015206586386040666,9.421109209477307e-05,0.0002682758495211601,0.0004281913112042582,0.0007682934652786834,0.00015245378017425537,0.0004428526121220966,0.0005435137055961421,0.00015194527804851532
4,0.00022643016907882008,0.0006649699291986604,0.0001958794891834259,0.0008220690951811216,0.00038084136738994814,0.000399688258767128,9.111565115151217e-05,1.6970545884392155e-05,4.248693585395813e-06,0.0006680776525780988,0.000977786903611326,0.0004527093842625618,5.351701547681026e-05,0.0009881774419316092,0.000737692229449749,3.9566151192022e-05,0.0003105262161261805,0.0004906617105007172
5,0.0001357855908013239,5.325968216063348e-06,7.064547389745712e-05,0.00020686369758980694,3.910412150909953e-06,5.596596747636795e-05,1.3554911882072279e-05,6.240252444688764e-06,2.22083181142807e-05,0.00012849996696753102,7.536183366425864e-05,9.681656956672668e-05,0.00016626245594806438,0.00016343748820072876,0.00016250181943178177,0.00032065233539861626,6.358247118407479e-05,0.0002779066562652588
6,0.00021530824645391022,0.00011650795751234899,5.904398858547211e-05,0.0002357222553021482,0.00028375336628035097,4.9511902034282684e-05,2.8347067860465258e-05,2.1854561288102013e-05,2.8721988201141357e-06,0.0003185873548347609,0.00039446027961297786,0.00025459472090005875,0.0001139197342776635,0.0009433463815340486,0.00010147318243980408,0.00021590898179477125,0.0003022724042549326,0.0004167761653661728
7,1.1355330284734677e-05,0.00017123390655966395,6.314646452665329e-05,2.5648161264685276e-05,2.340925440852404e-06,0.00015679467469453812,3.972123227064493e-05,1.3805144280624592e-05,1.4487653970718384e-05,3.4562760240122725e-05,0.0007198114724000643,9.195227175951004e-05,0.0001872683330167782,3.56860230764644e-05,3.0566006898880005e-06,0.0009983909995806284,0.0001676196887186723,0.0003484729677438736
8,5.531003837672133e-05,0.00014388564793802947,0.000252746045589447,1.0548999561071914e-05,0.00015018074929591847,0.0003688642755150795,3.7513521663819216e-05,1.1991383079506174e-05,3.822334110736847e-05,4.51192776136089e-05,0.0004278615185355217,0.0003593107685446739,0.00012285547447168227,0.00023828862873891132,0.00020129326730966568,0.0007533134779787454,0.00010529918756169501,0.0005357563495635986
9,0.00020809288105089196,5.014547322794091e-05,0.00027710478752851486,0.0003221324736641523,2.280874603769953e-05,0.00022003240883350372,2.4717464274874243e-05,2.5129344821414135e-06,2.4646520614624023e-05,0.0003890000135801444,0.0002605014945754984,0.00029274262487888336,0.0001938094408754712,8.382229544273354e-05,0.00037310458719730377,0.0004805767333905392,3.2255920587248924e-05,0.0005216430872678757
10,0.0006101219964581156,4.1300638139118995e-05,0.00016539916396141052,0.00034113509925548513,8.132604967700172e-06,7.87070021033287e-05,2.5603876409475285e-05,1.4007650503553113e-05,1.1023133993148804e-05,0.00046028822344789527,0.0003328402713359442,0.00031374767422676086,0.0005603899570506624,0.0005290779686612963,0.00017813779413700104,0.0011175677122105682,0.0003627921962106443,6.536021828651428e-06
11,0.0003480663541493567,0.00012179035476036701,0.0002762293443083763,0.00047142049306239664,7.527463355041543e-05,9.215530008077621e-05,5.374365257833878e-05,2.118511941090717e-05,2.316012978553772e-05,0.00011888545227670827,0.00046462928653023816,0.00018033292144536972,6.102132885650591e-05,2.2363696066639294e-05,0.00042518507689237595,0.0004272166883323991,0.0002447767734436875,0.0007024500519037247
12,0.0005510349424338173,0.00011237102251153083,0.00019888486713171005,0.0005556262348075103,8.973399591943529e-06,0.00017382577061653137,1.5196922874573943e-05,5.008521194328069e-07,1.6536563634872437e-05,0.00040743778984743406,0.00010240577978177373,9.357649832963943e-05,0.0006816823870126401,0.0003247539492455334,8.598528802394867e-05,0.0006420857813931452,2.4105985820392292e-05,0.00024040229618549347
13,0.00019904812454972498,7.86244335387147e-05,8.788984268903732e-05,0.00047854527413500325,0.00010985683911027624,9.486265480518341e-05,3.175854633528062e-05,5.371458406137214e-06,1.434236764907837e-06,0.000754451768052597,0.00017724023386640406,0.00012557022273540497,0.0013277251174239127,0.0005370192483867622,0.00010187830775976181,0.00018412229573254446,4.734425575367643e-05,0.00025372952222824097
14,0.000508548904828543,2.0099114754722203e-06,0.0001781359314918518,0.00048223951266027076,2.3912190378826484e-05,0.0001986175775527954,0.00010141709481303364,2.592696456417702e-06,3.398768603801727e-05,0.00040120443245900833,0.00014715488521564388,0.00029554683715105057,0.0012055660856598732,0.0001790874318373728,0.0003323955461382866,0.0001963401714670382,8.890992475788732e-05,0.0010233204811811447
15,0.0005266081995011357,7.33647354423557e-05,0.0005250358954071999,0.0003691704107485899,3.882508956479583e-06,0.0005464712157845497,5.590769015536776e-06,1.9590604397449996e-05,4.449672996997833e-05,0.0007689706927037285,0.00016316093670546913,0.00012910086661577225,0.0006126531744761396,0.00022599372499332304,8.245836943387985e-05,0.0005863871687102895,0.00029608930333925544,0.0005902387201786041
16,0.000288868900675629,4.465845212165559e-05,0.00015052873641252518,0.0005701977017011639,5.1605855209437695e-05,0.00014337152242660522,2.8204188531926605e-05,9.226187704583955e-06,1.191161572933197e-05,0.00043807624015778507,0.00020779873836862528,0.00015157368034124374,0.0009049628355596515,0.00013607398451540367,0.00014528632164001465,0.00040446598220855723,5.445805431027878e-05,7.781572639942169e-05
17,0.00020432444520711301,0.00017523629135523036,3.26838344335556e-05,8.860473028980687e-05,0.00022143890970438562,0.00017673522233963013,1.026409613561971e-05,2.457759710743296e-05,3.0957162380218506e-06,0.0004521436238766191,0.0007161606608104276,0.0001782793551683426,7.153109624857823e-05,0.0003844009128611686,0.00013357587158679962,0.0005262732455223879,0.00039065238346260847,1.9082799553871155e-05
18,0.0001586348365350404,1.3983754446150048e-05,4.48860228061676e-05,7.544833138370399e-05,2.6516657853126874e-05,4.8774294555187225e-05,2.839535816443438e-05,2.6183654101790245e-06,1.1991709470748901e-05,0.00025443084316577325,0.00013061026082377206,0.0006128810346126556,0.0005957790827520182,0.0005435683315652383,0.0006912155076861382,0.0003673202609916909,0.00017455054237262065,0.00026909075677394867
19,0.00038429983115720323,5.3058160740908356e-06,0.0003101653419435024,0.0002663861770695053,5.785785733986026e-06,0.00027553923428058624,4.089142469406587e-06,3.5238074912269466e-06,2.6883557438850403e-05,0.00045312971719817935,6.407683363727351e-05,0.00016984250396490097,0.00010332264598659352,1.1012187929138745e-05,0.0002711443230509758,0.00020650302288087452,4.3154918157910054e-05,0.0008027739822864532
20,0.00010630969080398234,9.462291302046906e-05,9.232806041836739e-05,5.401180163497332e-06,0.0002542553444941295,1.746881753206253e-05,1.0037359928881037e-05,3.285503889967838e-05,7.225200533866882e-06,0.00015723108532206265,0.000672371193366255,8.075498044490814e-06,0.00019751799836967288,0.0004387549379097494,0.00020377524197101593,0.0004089752879037345,0.0005006823747278465,2.8852373361587524e-06
21,0.00025036746983100877,0.00012298572143013692,0.0002510170452296734,0.0003092139826433443,0.000244476795555823,0.0001815054565668106,2.7608762177550386e-05,1.937800542285657e-05,1.6652047634124756e-05,0.000705791532653953,0.00025128330870580196,0.0001524258404970169,0.00037336735568131024,0.0001647372981255918,0.0002586701884865761,0.0002930322195017626,0.0003475614488003074,0.00043621286749839783
22,0.0003595344447969717,0.00025240352404609125,5.904678255319595e-05,0.0003041853354119606,0.0002633375794567072,4.252232611179352e-05,8.331880989987349e-05,1.963519822787514e-05,4.6137720346450806e-06,0.00016053738377071192,4.75239266114133e-05,3.793928772211075e-05,3.152319332379999e-05,0.0004642750747014153,2.815946936607361e-05,0.000490654383119557,0.000484809136683236,0.0004269704222679138
23,9.228837993841e-06,0.00018955552078092283,0.00030339695513248444,0.00010707257293256223,0.0002603652178796625,0.0002775955945253372,8.433048458587021e-05,1.7698674086117727e-05,2.7395784854888916e-05,3.5243746456664615e-07,0.00012056639321325266,0.0003125937655568123,0.00014100879889452494,0.00043298334943672745,0.0002758856862783432,0.00016496024185655433,0.0003873449668903659,0.0010247603058815002
24,0.00015694437031103792,0.0002606648131229135,9.66847874224186e-05,0.00012814973772963534,0.00015187416213557382,4.95370477437973e-06,2.0729186699416924e-05,9.656630176402628e-07,1.3634562492370605e-06,0.0001585969565256265,0.0002209762398440035,0.00016160216182470322,5.52273344656129e-05,0.00011444136147601217,0.00010518543422222137,0.0002280418061522682,2.279070200212046e-05,0.00014771521091461182
