frame,change 1.x,change 1.y,change 1.z,change 2.x,change 2.y,change 2.z,change 3.x,change 3.y,change 3.z,change 4.x,change 4.y,change 4.z,change 5.x,change 5.y,change 5.z,change 6.x,change 6.y,change 6.z
2,0.004284152149944126,0.00021798294037245203,0.0009225327521562576,0.002855727663343785,0.0002951410084253668,0.0010532410815358162,3.1707432968122035e-05,5.894272682214097e-05,2.0992010831832886e-05,0.004236774424926419,0.0003853066069173586,3.8850121200084686e-05,0.0031443703881364055,0.00036248261583011684,0.0004009418189525604,0.0020088732449268787,0.0006086195448953575,0.0009163133800029755
3,0.0005314421058375263,0.00036688560802772274,0.00010909140110015869,0.00032927451854453116,9.000308991811978e-05,1.636520028114319e-05,6.879063392110571e-05,4.3931262277032e-06,7.1730464696884155e-06,4.851523769021371e-05,0.0001413064154886165,1.857057213783264e-05,0.0003863279242925857,0.0008743196274179806,0.00016226619482040405,0.0005750776615709025,0.00020553001608573755,0.0003651566803455353
4,0.0006065092201256866,9.335762461502167e-05,0.0002282746136188507,0.0007459938098150903,0.00010465788914117494,0.00013606995344161987,3.658193605386023e-05,1.4346439119258575e-05,1.9280239939689636e-05,0.0010064842890987538,0.0003619762407820887,9.248964488506317e-05,0.0007968817146266627,5.632544906815362e-05,0.00019158236682415009,0.0003491237929802299,0.0002570496808194621,0.0002900920808315277
5,0.00037243023471671133,7.140204836112579e-06,0.0005224347114562988,5.976214434165461e-05,0.00023435364702506685,0.00038916803896427155,0.0002988940521020892,8.33975144409727e-06,2.8252601623535156e-05,0.0006279955719387456,0.0006487717707819723,0.0002064146101474762,0.0001801472180371841,0.00016408474710119525,0.00021374039351940155,0.00033184991265410024,0.0001457368928495205,0.002097567543387413
6,0.00017817442816379925,0.00019231936204908498,4.9306079745292664e-05,0.0005316418963066255,8.325407902213221e-05,0.00013711024075746536,4.54588472065514e-05,2.3923509723588012e-05,1.4686957001686096e-05,5.428268878208964e-05,0.0008882077116099812,0.0005147270858287811,0.00043065342898974956,0.00015690422407848778,0.0003649964928627014,0.00041282745960224965,0.00018998758141396642,0.0005752053111791611
7,0.00019069371737691354,5.480242554984846e-05,0.00010435283184051514,0.0006278033392844301,0.0001801894395928299,0.00016705598682165146,9.972753737924611e-05,1.9586746024685318e-05,1.2660399079322815e-05,1.61951235538374e-05,0.00010119308626450191,8.788332343101501e-05,0.0001350578937992647,0.0003692228523631373,2.5775283575057983e-05,0.0003258341531981318,0.00019549851765567755,0.0006643570959568024
8,6.462041926497131e-05,0.00014090176789391395,6.154179573059082e-06,0.00013378317201473422,7.695814893576326e-05,8.809659630060196e-05,2.402201159368289e-05,2.351821242496492e-05,1.6726553440093994e-05,0.00022453005174844637,0.00018009944468858757,0.00017534755170345306,9.740045344942133e-05,0.0001440718210660684,7.651746273040771e-06,0.00016847507397148298,0.0003386548293176656,0.0007001738995313644
9,9.91666243336381e-05,0.00011370977407799618,0.00023236684501171112,0.0003226017408155396,2.9853832099278194e-05,0.00022842176258563995,6.607393489421569e-05,2.512809384113855e-06,1.5733763575553894e-05,0.00019157764130726257,0.00028362096221033056,9.543262422084808e-05,0.00020257535355225342,2.0916918968896803e-06,0.00010655820369720459,0.0006246103666653763,1.856625009399003e-05,0.0003627985715866089
10,0.00032181159663521863,0.00013952357304918353,0.00026310235261917114,0.0005750414176758367,4.4663446034739e-05,0.0001315167173743248,9.924499885861568e-06,6.866788882354852e-06,2.2074207663536072e-05,0.0005709695288854122,5.9077009940594616e-05,0.0002308981493115425,0.00037538415897288985,0.0006056419631346559,0.0003850925713777542,0.000515562018748153,8.146222695869752e-05,0.0004197806119918823
11,6.0302676651788345e-05,0.0001121748110619776,0.00027570687234401703,0.00022218511099614258,7.872313000288449e-05,0.00019122101366519928,7.254604331778658e-05,1.1225913095269874e-05,9.106472134590149e-06,0.00031817752689326795,5.141196732323661e-05,0.00014254264533519745,0.00023247294841539923,0.0001946283410822619,4.9991533160209656e-05,0.00023004413441382598,0.0001308136925065248,0.00028045661747455597
12,0.00019094834247145032,5.014302177816163e-05,0.000133490189909935,0.00035851735541267415,0.00018473320907900874,5.871802568435669e-05,3.047504409852894e-05,3.7411842729398904e-05,2.434477210044861e-06,0.0003989506161614226,0.00067735100557937,0.0003070421516895294,0.0005511089142403239,0.00012246300087440445,5.14201819896698e-05,0.00027639120241293447,0.0006525041959871639,0.0002467464655637741
