signal,event,time_seconds,value,baseline,threshold
EDA,ACTIVATED,0.0,8.861064910888672,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,0.296829,7.96035099029541,8.525107512602935,8.532107512602934
EDA,ACTIVATED,1.230782,8.771873474121094,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,1.331838,8.024520874023438,8.525107512602935,8.532107512602934
EDA,ACTIVATED,3.997967,8.917750358581543,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,4.998046,8.493884086608887,8.525107512602935,8.532107512602934
HR,ACTIVATED,5.096013,146.64999389648438,121.37391198199728,130.37391198199728
EDA,ACTIVATED,5.098803,8.883674621582031,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,5.431364,8.493884086608887,8.525107512602935,8.532107512602934
EDA,ACTIVATED,5.630728,8.827420234680176,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,6.031609,8.514656066894531,8.525107512602935,8.532107512602934
EDA,ACTIVATED,6.132507,8.816189765930176,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,6.532281,8.504307746887207,8.525107512602935,8.532107512602934
EDA,ACTIVATED,6.764799,8.805095672607422,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,6.865018,8.20401382446289,8.525107512602935,8.532107512602934
EDA,ACTIVATED,7.267317,8.630693435668945,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,7.597952,8.442442893981934,8.525107512602935,8.532107512602934
EDA,ACTIVATED,7.866007,8.816189765930176,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,8.099725,8.252581596374512,8.525107512602935,8.532107512602934
EDA,ACTIVATED,8.298381,8.56698226928711,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,8.398736,8.311588287353516,8.525107512602935,8.532107512602934
EDA,ACTIVATED,8.797992,8.917750358581543,8.525107512602935,8.532107512602934
HR,DEACTIVATED,8.897216,123.54000091552734,121.37391198199728,130.37391198199728
EDA,DEACTIVATED,8.998275,8.19431209564209,8.525107512602935,8.532107512602934
EDA,ACTIVATED,10.132253,8.782883644104004,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,11.371686,8.525131225585938,8.525107512602935,8.532107512602934
EDA,ACTIVATED,11.466835,8.79403018951416,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,11.966925,8.473313331604004,8.525107512602935,8.532107512602934
EDA,ACTIVATED,12.299094,8.6520357131958,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,12.398958,8.19431209564209,8.525107512602935,8.532107512602934
EDA,ACTIVATED,13.001383,9.619282722473145,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,14.133086,8.442442893981934,8.525107512602935,8.532107512602934
HR,ACTIVATED,52.522944,255.1199951171875,121.37391198199728,130.37391198199728
HR,DEACTIVATED,57.323879,125.72000122070312,121.37391198199728,130.37391198199728
EDA,ACTIVATED,72.327573,46.59214019775391,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,72.495765,0.1769260019063949,8.525107512602935,8.532107512602934
EDA,ACTIVATED,72.695402,10000.0,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,73.096952,7.730827808380127,8.525107512602935,8.532107512602934
EDA,ACTIVATED,73.928456,10000.0,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,74.228971,6.890189170837402,8.525107512602935,8.532107512602934
EDA,ACTIVATED,74.329206,27.593870162963867,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,74.728808,4.9064459800720215,8.525107512602935,8.532107512602934
EDA,ACTIVATED,75.363504,10000.0,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,77.730074,7.263576984405518,8.525107512602935,8.532107512602934
EDA,ACTIVATED,78.230788,9.200303077697754,8.525107512602935,8.532107512602934
EDA,DEACTIVATED,93.800379,6.910668849945068,8.525107512602935,8.532107512602934
EDA,ACTIVATED,93.902055,15.572321891784668,8.525107512602935,8.532107512602934
