frame,change 1.x,change 1.y,change 1.z,change 2.x,change 2.y,change 2.z,change 3.x,change 3.y,change 3.z,change 4.x,change 4.y,change 4.z,change 5.x,change 5.y,change 5.z,change 6.x,change 6.y,change 6.z
2,0.004047326704368526,5.311574924988724e-05,0.0008998755365610123,0.003982398360420691,0.0005490261599881974,0.0020454823970794678,9.179559310313126e-05,0.0001724843654550591,0.0001939050853252411,0.0040503005495933775,0.00445764491499584,0.002292117103934288,0.0043315727864556425,0.004755459476477136,6.284937262535095e-05,0.0024602934763653106,0.005030630001882351,0.0020176302641630173
3,0.0004453942241635367,0.0003307040044109727,0.0005100257694721222,0.0011880489584846499,3.563085175182362e-05,0.0006485013291239738,0.00012649601193977233,7.016879534561598e-06,2.559646964073181e-05,0.001160728676663919,0.000846437560322745,1.8788035959005356e-05,0.0017482985157742242,0.0005948111952086901,0.0003145746886730194,0.0015709778387290874,8.883436636488579e-07,8.735060691833496e-05
4,0.0007836169239004986,0.0003162145699521328,8.708983659744263e-05,0.00027616606305730373,5.63640892599776e-05,0.0003885282203555107,9.377384148915972e-05,3.8188625818768316e-05,0.0001293271780014038,0.0031557986622002543,0.0004910785349947558,0.0013699089176952839,0.002400952420215853,0.0007266670671761503,0.0017069298774003983,0.0038587403891514327,0.0006569885026958266,0.004108121618628502
5,0.0010491886297691044,0.0003080292154451457,0.0008871685713529587,0.0014578332178738773,0.00039252019225902157,0.0014081299304962158,0.0001243811031284743,4.2450459340105315e-05,0.00011664628982543945,0.0022622533158348918,0.0015854937899043228,0.0004305490292608738,0.002142087104315543,0.00035547150243220305,0.00030057691037654877,0.0029190655599089788,0.0008199662450453539,0.0015787314623594284
6,0.00028093732464065657,0.00039895058511819903,0.00016849860548973083,0.0005326485330693909,0.00028792751528221305,0.0003783665597438812,4.1243553877436806e-05,4.1664429740437855e-05,4.414469003677368e-06,0.0003698203963897473,5.349273057810022e-05,5.187932401895523e-05,0.0008715869128176484,0.000885184583406827,0.00033244676887989044,0.0007644027227035055,0.0003506542291595617,1.0952353477478027e-05
7,3.8027538074025813e-06,1.3854567847380872e-05,0.0002846997231245041,0.00022435192609668309,3.4187544177194384e-05,0.00044745299965143204,8.02972591071073e-05,7.470894956279747e-07,2.438947558403015e-05,0.0013480875677292573,0.001086770345384555,0.0002918252721428871,0.0012131391815996193,0.0002522716020712211,0.00016922131180763245,0.0004685553567624068,2.4256284534085806e-05,0.00045804306864738464
8,0.0008836030512621718,0.0002326666464218946,0.00032882019877433777,0.0010328289690426096,3.1673603800141253e-05,0.00021331943571567535,7.695295051102224e-05,1.4662169448944923e-05,6.67572021484375e-06,0.0009876662861656518,0.0016974791893581281,6.209127604961395e-06,0.0005429442625328115,0.00017174588454841808,9.12342220544815e-05,0.0014587645797562998,0.0002167078231973315,0.00023262202739715576
9,0.0005694402476595917,1.928078558562779e-05,0.00015523098409175873,0.0009581930730119814,6.575139414788725e-05,5.466211587190628e-05,4.3286250283249006e-05,3.4344474100897384e-07,7.7858567237854e-07,0.00014516053749241004,0.000355439149069145,0.0004611643962562084,1.1365454372025408e-05,0.0002597589480164801,0.000401829369366169,0.0008480955472998652,5.015680292148536e-05,0.00015285052359104156
10,0.00021104176807340558,0.000625892672066114,0.0005609691143035889,0.0011222758396409738,0.0002138880699855336,0.0005663121119141579,0.00015651518919780096,1.3998326797209611e-05,2.833828330039978e-05,0.0006007968253732079,0.0018922578484690117,0.0001338389702141285,0.0008256849822069062,0.0011262030100004459,6.892811506986618e-05,4.6924078202725816e-05,0.00048632959495101963,0.0006350446492433548
11,0.0012162765179896673,9.974856426152312e-05,0.00015148520469665527,0.001248863591430588,0.00013746706674851866,0.00026563089340925217,7.258685227168327e-05,2.6083572165047208e-05,1.4640390872955322e-06,0.0008995895414168342,0.0003762902879026961,0.0002131056971848011,0.0011775143689920012,0.0004621417101018377,0.0003495980054140091,0.00040389923945916006,0.00033170678825193006,0.0002277512103319168
