frame,change 1.x,change 1.y,change 1.z,change 2.x,change 2.y,change 2.z,change 3.x,change 3.y,change 3.z,change 4.x,change 4.y,change 4.z,change 5.x,change 5.y,change 5.z,change 6.x,change 6.y,change 6.z
2,0.013066117610913544,0.0002934818807969891,0.0014867698773741722,0.009041165330135839,0.0007495041862523831,0.0003276010975241661,0.0008994165270248284,0.000127231540578847,0.0001520998775959015,0.003238320291750141,0.0009887105829160456,0.00019910139963030815,0.004602573033071933,0.0012122695508883612,0.002124385442584753,0.005807695952282171,0.0015540572013821993,7.828883826732635e-05
3,0.003297951014776729,0.0013281688419678299,0.0009884145110845566,0.0031419039769726154,0.0005358939901616566,0.0007077222689986229,0.00023430305720898228,1.743502404133278e-05,7.806718349456787e-05,0.0029212868700556754,0.00021528829517292875,0.0011157244443893433,0.0036938889903485733,0.0018824788612012942,0.0012487145140767097,0.005139841001958273,0.0005072492728415362,0.0026662908494472504
4,0.00018135837071285577,3.629402647631341e-05,0.0010500689968466759,0.0002744399398622449,0.0006183004444502808,0.0008972985669970512,7.505023381671264e-06,1.5054371429815746e-05,8.328258991241455e-05,0.00030299709932181396,0.0009416814717775751,0.00018507475033402443,0.0005175684681071185,0.00017903461247373298,0.00047464296221733093,0.0007775682891471014,0.00024330011588784804,0.001260874792933464
5,0.002114659644093686,0.00020593157836038337,0.0003381427377462387,0.0007978462041250411,3.6811854960194096e-05,0.00045706238597631454,0.00015833407974780167,7.327306257131516e-05,4.4189393520355225e-05,0.0001189191543422008,0.0008857377470811445,0.0015725065022706985,0.0010408408154018167,0.001388720849139699,0.0014754487201571465,0.0019613003744622104,0.0012561640547951811,0.0021999776363372803
6,0.0008318510362781001,0.00038874744500111413,0.00034195277839899063,9.024475842951685e-05,0.00023447821321029294,0.0004845019429922104,6.286916082037276e-05,3.8070939089418065e-05,2.4549663066864014e-05,0.00034908048852536067,0.00012618570133759305,0.00026046670973300934,0.0004767991747886141,0.00027552163612711705,0.00016524922102689743,4.633468540718444e-05,0.0004711907875707506,0.0004788171499967575
7,4.461041924305742e-05,7.270846463955719e-05,0.0007486557587981224,0.0004027859353757657,7.030703240275965e-05,0.0005087638273835182,0.00015877027920033898,5.453642995398322e-05,8.316338062286377e-05,0.0003988235042118454,0.0008685424434139721,0.0004132012836635113,9.719249367909355e-05,8.730002191865288e-05,0.000691375695168972,0.00020924787770443265,0.0008163521259357291,0.0014525577425956726
8,0.0001610513427812016,9.395754255600575e-05,0.00013766717165708542,0.0004022229503548719,0.00014270651038604185,0.00019542966037988663,5.172139688053995e-05,8.12915707813067e-06,3.0957162380218506e-05,0.0004951541840528817,0.0002157792395510172,3.576651215553284e-05,5.310774055294898e-05,0.000607957519001584,4.0057115256786346e-05,0.0001218950680960118,0.000223607405527005,0.0004924032837152481
9,0.0003234824565547384,0.0002565737894408143,0.000490676611661911,0.000582870277328576,9.347335995346998e-05,0.00028308387845754623,9.283346207058715e-05,3.652291542669944e-05,4.1622668504714966e-05,3.6324763337217125e-05,0.0006396546285947421,0.0002794284373521805,5.9346967568166265e-05,0.00025717296242487586,0.000537751242518425,7.27346915371796e-06,0.000580906298199884,0.0007478818297386169
10,0.00037080874521533413,0.0005182038214656612,0.00021132826805114746,0.0005465433209582427,0.0002573995511157799,0.00041851773858070374,3.694660347052306e-05,6.498392586183361e-06,2.2877007722854614e-05,0.00028990086064611953,0.0007328025869579521,0.00037503335624933243,0.0006042107381857426,0.0007057183456108188,0.00011698342859745026,0.00022116348278028441,7.015812705336855e-05,0.00023934803903102875
11,0.0007020892109388943,0.0002495063890354393,0.0001377016305923462,0.0006602869664328881,0.00020061801559437265,0.0003283228725194931,4.425307440218858e-05,2.090116552104916e-05,1.6208738088607788e-05,0.0008663561515130369,0.0005359716308098866,0.0002994057722389698,0.0008024937702340029,0.0005758146702559835,0.0005283970385789871,0.0010122925066955168,0.0003833332697116727,0.0007265899330377579
12,8.019876023732109e-05,0.0002858638268945536,0.00011606141924858093,0.00022882023250772598,0.00027303536110740226,8.033867925405502e-05,3.3636021419257076e-05,3.157378643063222e-05,2.3405998945236206e-05,6.78336917079303e-05,0.00032498583591022284,0.0002811145968735218,8.782162713755204e-05,0.0004919956274203399,0.0005355440080165863,0.00010721337315072743,0.0005298373554726227,0.000859314575791359
