time_seconds,clean_value
0.0,0.11113099753856659
0.092535,0.1112309992313385
0.197468,0.11143500357866287
0.298853,0.11163300275802612
0.39764,0.11169199645519257
0.497648,0.11191999912261963
0.598602,0.11214300245046616
0.697691,0.11209499835968018
0.797629,0.1124109998345375
0.897525,0.11265800148248672
0.99886,0.11263599991798401
1.098542,0.11272700130939484
1.197399,0.11295799911022186
1.297671,0.11305499821901321
1.397953,0.11325500160455704
1.497595,0.11336199939250946
1.598063,0.11358699947595596
1.731015,0.11383400112390518
1.797903,0.11402600258588791
1.931307,0.11419600248336792
2.032421,0.11370799690485
2.131176,0.1138020008802414
2.231002,0.11342599987983704
2.33107,0.11466000229120255
2.431957,0.11477299779653549
2.531262,0.11470899730920792
2.631942,0.11509700119495392
2.731683,0.1152229979634285
2.830917,0.11519800126552582
2.931424,0.1151920035481453
3.030888,0.11515399813652039
3.132302,0.11534299701452255
3.231224,0.11549600213766098
3.331042,0.11546500027179718
3.432708,0.11566600203514099
3.531624,0.11572200059890747
3.632449,0.11555100232362747
3.764838,0.11540599912405014
3.865066,0.11535999923944473
3.965553,0.11473099887371063
4.064745,0.11471399664878845
4.165552,0.11469700187444687
4.266011,0.11473900079727173
4.364791,0.1150360032916069
4.464681,0.11490199714899063
4.564973,0.11491700261831284
4.665244,0.11501000076532364
4.765065,0.11506900191307068
4.865228,0.11510299891233444
4.96581,0.11456000059843063
5.065007,0.11355199664831161
5.201272,0.1136690005660057
5.298385,0.1136929988861084
5.398591,0.11366300284862518
5.498079,0.11359599977731705
5.598803,0.11394199728965759
5.698482,0.11376900225877762
5.798179,0.11390499770641327
5.898154,0.11449199914932251
5.99843,0.11490900069475174
6.098166,0.11525300145149231
6.199383,0.11532600224018097
6.298732,0.1148110032081604
6.398497,0.11529500037431717
6.531714,0.11542300134897232
6.599162,0.11550500243902206
6.737059,0.1156029999256134
6.83515,0.11555299907922745
6.932045,0.11570099741220474
7.032604,0.11546699702739716
7.132887,0.11577200144529343
7.233399,0.11559899896383286
7.332971,0.11567399650812149
7.433778,0.1159989982843399
7.533571,0.11601299792528152
7.633486,0.115727998316288
7.732477,0.1158280000090599
7.832479,0.11605899780988693
7.932984,0.11625900119543076
8.066926,0.11610600352287292
8.166282,0.1160459965467453
8.265741,0.11647800356149673
8.367253,0.11645899713039398
8.400501,0.11663199961185455
8.566703,0.11653800308704376
8.666748,0.11638700217008591
8.699325,0.11669299751520157
8.800217,0.11669699847698212
8.899586,0.1167839989066124
8.999978,0.1173190027475357
9.134096,0.11739599704742432
9.233703,0.11752299964427948
9.333491,0.11756999790668488
9.432811,0.11771299690008163
9.532757,0.11761199682950974
9.633905,0.1178010031580925
9.732964,0.11763600260019302
9.81597,0.11779499799013138
9.93329,0.11774899810552597
10.049355,0.1179480031132698
10.133125,0.11812599748373032
10.234247,0.11802999675273895
10.365865,0.11806000024080276
10.466291,0.11824099719524384
10.533428,0.1182669997215271
10.634047,0.11781100183725357
10.766335,0.11756300181150436
10.866751,0.11762399971485138
10.966795,0.11783699691295624
11.066753,0.11824300140142441
11.166768,0.11862300336360931
11.26683,0.11849600076675415
11.366451,0.11861100047826767
11.449493,0.11873199790716171
11.550401,0.11875399947166443
11.668699,0.1188030019402504
11.766404,0.11904600262641907
11.849929,0.11887399852275848
11.950336,0.11914800107479095
12.050581,0.11901800334453583
12.183719,0.11903800070285797
12.250299,0.12004099786281586
12.383312,0.12059099972248077
12.483347,0.1211870014667511
12.566807,0.1213340014219284
12.700151,0.1215440034866333
12.766864,0.12166500091552734
12.884123,0.12186499685049057
12.984829,0.12213800102472305
13.083415,0.12202700227499008
13.183102,0.12135999649763107
13.28433,0.12231600284576416
13.383658,0.12255000323057175
13.483611,0.12233100086450577
13.585586,0.1226620003581047
13.684273,0.12268000096082687
13.784163,0.12251099944114685
13.884202,0.12250900268554688
13.983644,0.12257599830627441
14.083888,0.12264099717140198
14.183345,0.12270600348711014
14.318209,0.1224989965558052
14.416508,0.1226319968700409
14.516824,0.12256500124931335
14.617564,0.12195199728012085
14.750845,0.1213890016078949
14.850051,0.12149699777364731
